"Player";"Position";"Team"
"Abrines, Alex";"SG";"OKC"
"Acy, Quincy";"SF";"TOR"
"Adams, Steven";"C";"OKC"
"Adrien, Jeff";"SF";"CHA"
"Afflalo, Arron";"SG";"ORL"
"Aldridge, LaMarcus";"PF";"POR"
"Allen, Lavoy";"C";"PHI"
"Allen, Ray";"SG";"MIA"
"Allen, Tony";"SG";"MEM"
"Aminu, Al-Farouq";"SF";"NOR"
"Andersen, Chris";"PF";"MIA"
"Anderson, James";"SG";"PHI"
"Anderson, Ryan";"PF";"NOR"
"Antetokounmpo, Giannis";"SG";"MIL"
"Anthony, Carmelo";"SF";"NYK"
"Anthony, Joel";"C";"MIA"
"Antic', Pero";"PF";"ATL"
"Ariza, Trevor";"SG";"WAS"
"Arthur, Darrell";"PF";"DEN"
"Asik, Omer";"C";"HOU"
"Augustin, D.J.";"PG";"TOR"
"Barac, Stanko";"C";"IND"
"Barea, J.J.";"PG";"MIN"
"Bargnani, Andrea";"C";"NYK"
"Barnes, Harrison";"SF";"GSW"
"Barnes, Matt";"SF";"LAC"
"Barton, Will";"SG";"POR"
"Bass, Brandon";"PF";"BOS"
"Battier, Shane";"SF";"MIA"
"Batum, Nicolas";"SF";"POR"
"Bayless, Jerryd";"PG";"MEM"
"Baynes, Aron";"PF";"SAS"
"Bazemore, Kent";"SG";"GSW"
"Beal, Bradley";"SG";"WAS"
"Beasley, Michael";"PF";"PHO"
"Belinelli, Marco";"SG";"SAS"
"Bennett, Anthony";"PF";"CLE"
"Beverley, Patrick";"PG";"HOU"
"Biedrins, Andris";"C";"UTH"
"Billups, Chauncey";"PG";"DET"
"Biyombo, Bismack";"PF";"CHA"
"Bjelica, Nemanja";"PF";"MIN"
"Blake, Steve";"PG";"LAL"
"Blatche, Andray";"C";"BKN"
"Bledsoe, Eric";"PG";"PHO"
"Bogans, Keith";"SG";"BOS"
"Bogut, Andrew";"C";"GSW"
"Bonner, Matt";"PF";"SAS"
"Booker, Trevor";"PF";"WAS"
"Boozer, Carlos";"PF";"CHI"
"Bosh, Chris";"PF";"MIA"
"Bradley, Avery";"PG";"BOS"
"Brand, Elton";"PF";"ATL"
"Brewer, Corey";"SF";"MIN"
"Brooks, Aaron";"PG";"HOU"
"Brooks, MarShon";"SG";"BOS"
"Brown, Kwame";"C";"PHI"
"Brown, Lorenzo";"PG";"MIN"
"Brown, Shannon";"PG";"PHO"
"Bryant, Kobe";"SG";"LAL"
"Budinger, Chase";"SF";"MIN"
"Bullock, Reggie";"SG";"LAC"
"Burke, Trey";"PG";"UTH"
"Burks, Alec";"PG";"UTH"
"Butler, Caron";"SF";"PHO"
"Butler, Jimmy";"SF";"CHI"
"Buycks, Dwight";"PG";"TOR"
"Bynum, Andrew";"C";"CLE"
"Bynum, Will";"PG";"DET"
"Calathes, Nick";"PG";"DAL"
"Calderon, Jose";"PG";"DAL"
"Caldwell-Pope, Kentavious";"SG";"DET"
"Canaan, Isaiah";"PG";"HOU"
"Carter, Vince";"SG";"DAL"
"Carter-Williams, Michael";"PG";"PHI"
"Casspi, Omri";"SF";"HOU"
"Chalmers, Mario";"PG";"MIA"
"Chandler, Tyson";"C";"NYK"
"Chandler, Wilson";"SF";"DEN"
"Clark, Earl";"SF";"CLE"
"Claver, Victor";"SF";"POR"
"Cole, Norris";"PG";"MIA"
"Collins, Dwayne";"PF";"PHO"
"Collison, Darren";"PG";"LAC"
"Collison, Nick";"PF";"OKC"
"Conley, Mike";"PG";"MEM"
"Copeland, Chris";"SF";"IND"
"Cousins, DeMarcus";"C";"SAC"
"Covington, Robert";"SF";"HOU"
"Crabbe, Allen";"SG";"POR"
"Crawford, Jamal";"SG";"LAC"
"Crawford, Jordan";"SG";"BOS"
"Crowder, Jae";"SF";"DAL"
"Cunningham, Dante";"SF";"MIN"
"Cunningham, Jared";"SG";"ATL"
"Curry, Stephen";"PG";"GSW"
"Dalembert, Samuel";"C";"DAL"
"Datome, Luigi";"SF";"DET"
"Davis, Anthony";"PF";"NOR"
"Davis, Ed";"PF";"MEM"
"Davis, Glen";"PF";"ORL"
"De Colo, Nando";"PG";"SAS"
"DeRozan, DeMar";"SG";"TOR"
"Delfino, Carlos";"SG";"MIL"
"Deng, Luol";"SF";"CHI"
"Diaw, Boris";"PF";"SAS"
"Dieng, Gorgui";"C";"MIN"
"Douglas, Toney";"PG";"GSW"
"Dragic, Goran";"PG";"PHO"
"Drummond, Andre";"C";"DET"
"Dubljevic, Bojan";"PF";"MIN"
"Dudley, Jared";"SF";"LAC"
"Duncan, Tim";"PF";"SAS"
"Dunleavy, Mike";"SF";"CHI"
"Durant, Kevin";"SF";"OKC"
"Eliyahu, Lior";"PF";"HOU"
"Ellington, Wayne";"SG";"DAL"
"Ellis, Monta";"PG";"DAL"
"Elonu, Chinemelu";"C";"LAL"
"Ennis, James";"SF";"MIA"
"Evans, Jeremy";"SF";"UTH"
"Evans, Reggie";"PF";"BKN"
"Evans, Tyreke";"PG";"NOR"
"Ezeli, Festus";"C";"GSW"
"Faried, Kenneth";"SF";"DEN"
"Farmar, Jordan";"PG";"LAL"
"Faverani, Vitor";"C";"BOS"
"Favors, Derrick";"PF";"UTH"
"Felix, Carrick";"SG";"CLE"
"Felton, Raymond";"PG";"NYK"
"Fields, Landry";"SF";"TOR"
"Fisher, Derek";"PG";"OKC"
"Fournier, Evan";"SG";"DEN"
"Foye, Randy";"PG";"DEN"
"Franklin, Jamaal";"SG";"MEM"
"Fredette, Jimmer";"PG";"SAC"
"Freeland, Joel";"PF";"POR"
"Frye, Channing";"C";"PHO"
"Gallinari, Danilo";"SF";"DEN"
"Garnett, Kevin";"PF";"BKN"
"Gasol, Marc";"C";"MEM"
"Gasol, Pau";"PF";"LAL"
"Gay, Rudy";"SF";"TOR"
"Gee, Alonzo";"SF";"CLE"
"Gelabale, Mickael";"SF";"MIN"
"George, Paul";"SF";"IND"
"Gibson, Taj";"PF";"CHI"
"Ginobili, Manu";"SG";"SAS"
"Gladyr, Sergiy";"SG";"ATL"
"Gobert, Rudy";"C";"UTH"
"Goodwin, Archie";"SG";"PHO"
"Gordon, Ben";"SG";"CHA"
"Gordon, Eric";"SG";"NOR"
"Gortat, Marcin";"PF";"PHO"
"Granger, Danny";"SF";"IND"
"Green, Danny";"SF";"SAS"
"Green, Draymond";"SF";"GSW"
"Green, Erick";"PG";"DEN"
"Green, Gerald";"SG";"PHO"
"Green, Jeff";"PF";"BOS"
"Green, Willie";"SG";"LAC"
"Greene, Donte";"SF";"MEM"
"Griffin, Adrian";"SG";"MIL"
"Griffin, Blake";"PF";"LAC"
"Halperin, Yotam";"SG";"OKC"
"Hamilton, Jordan";"SF";"DEN"
"Hansbrough, Tyler";"PF";"TOR"
"Hardaway, Tim Jr.";"SG";"NYK"
"Harden, James";"SG";"HOU"
"Harkless, Maurice";"SF";"ORL"
"Harrington, Al";"PF";"ORL"
"Harris, Terrel";"SG";"POR"
"Harris, Tobias";"SF";"ORL"
"Haslem, Udonis";"PF";"MIA"
"Hawes, Spencer";"C";"PHI"
"Hayes, Chuck";"PF";"SAC"
"Hayward, Gordon";"SG";"UTH"
"Haywood, Brendan";"C";"CHA"
"Henson, John";"PF";"MIL"
"Hibbert, Roy";"C";"IND"
"Hickson, JJ";"PF";"DEN"
"Hill, George";"PG";"IND"
"Hill, Jordan";"PF";"LAL"
"Hill, Solomon";"SF";"IND"
"Hinrich, Kirk";"PG";"CHI"
"Holiday, Jrue";"PG";"NOR"
"Holiday, Justin";"SG";"PHI"
"Hollins, Ryan";"C";"LAC"
"Horford, Al";"C";"ATL"
"Howard, Dwight";"C";"HOU"
"Humphries, Kris";"PF";"BOS"
"Ibaka, Serge";"PF";"OKC"
"Iguodala, Andre";"SG";"GSW"
"Ilyasova, Ersan";"SF";"MIL"
"Irving, Kyrie";"PG";"CLE"
"Iverson, Colton";"C";"BOS"
"Jack, Jarrett";"PG";"CLE"
"Jackson, Pierre";"PG";"NOR"
"Jackson, Reggie";"PG";"OKC"
"James, Bernard";"C";"DAL"
"James, LeBron";"SF";"MIA"
"Jean-Charles, Livio";"SF";"SAS"
"Jefferson, Al";"C";"CHA"
"Jefferson, Richard";"SF";"UTH"
"Jenkins, John";"SG";"ATL"
"Jerebko, Jonas";"SF";"DET"
"Jerrett, Grant";"PF";"OKC"
"Johnson, Amir";"SF";"TOR"
"Johnson, Chris";"PF";"MIN"
"Johnson, Joe";"SG";"BKN"
"Johnson, Orlando";"SG";"IND"
"Johnson, Wesley";"SG";"LAL"
"Jones, James";"SF";"MIA"
"Jones, Perry";"SF";"OKC"
"Jones, Terrence";"PF";"HOU"
"Jordan, DeAndre";"C";"LAC"
"Joseph, Cory";"PG";"SAS"
"Kaman, Chris";"C";"LAL"
"Kanter, Enes";"C";"UTH"
"Karasev, Sergey";"SG";"CLE"
"Kazemi, Arsalan";"SF";"PHI"
"Kelly, Ryan";"SF";"LAL"
"Kennedy, D.J.";"SG";"CLE"
"Kidd-Gilchrist, Michael";"SF";"CHA"
"Kirilenko, Andrei";"SF";"BKN"
"Kleiza, Linas";"SF";"TOR"
"Knight, Brandon";"PG";"DET"
"Korver, Kyle";"SG";"ATL"
"Koufos, Kosta";"C";"MEM"
"Kravtsov, Viacheslav";"C";"DET"
"Lamb, Doron";"SG";"ORL"
"Lamb, Jeremy";"SG";"OKC"
"Landry, Carl";"PF";"SAC"
"Larkin, Shane";"PG";"DAL"
"Lauvergne, Joffrey";"PF";"DEN"
"Lawson, Ty";"PG";"DEN"
"Ledo, Ricky";"SG";"DAL"
"Lee, Courtney";"SG";"BOS"
"Lee, David";"C";"GSW"
"Lee, Malcolm";"SG";"PHO"
"Len, Alex";"C";"PHO"
"Leonard, Kawhi";"SF";"SAS"
"Leonard, Meyers";"C";"POR"
"Leslie, C.J.";"SF";"NYK"
"Leuer, Jon";"PF";"MEM"
"Leunen, Maarty";"SF";"HOU"
"Lewis, Rashard";"PF";"MIA"
"Liggins, DeAndre";"SG";"OKC"
"Lillard, Damian";"PG";"POR"
"Lin, Jeremy";"PG";"HOU"
"Livingston, Shaun";"PG";"BKN"
"Llull, Sergio";"PG";"HOU"
"Lopez, Brook";"C";"BKN"
"Lopez, Robin";"C";"POR"
"Love, Kevin";"PF";"MIN"
"Lowry, Kyle";"PG";"TOR"
"Lucas, John";"PG";"UTH"
"Mack, Shelvin";"PG";"ATL"
"Mahinmi, Ian";"C";"IND"
"Marshall, Kendall";"PG";"PHO"
"Martin, Kenyon";"PF";"NYK"
"Martin, Kevin";"SG";"MIN"
"Matthews, Wesley";"SG";"POR"
"Mavrokefalidis, Loukas";"C";"MIN"
"Maxiell, Jason";"PF";"ORL"
"Maynor, Eric";"PG";"WAS"
"Mayo, O.J.";"SG";"MIL"
"Mbah a Moute, Luc Richard";"SF";"SAC"
"McCallum, Ray Jr.";"PG";"SAC"
"McClinton, Jack";"SG";"SAS"
"McCollum, C.J.";"PG";"POR"
"McGee, JaVale";"C";"DEN"
"McLemore, Ben";"SG";"SAC"
"McNeal, Jerel";"SG";"UTH"
"McRoberts, Josh";"PF";"CHA"
"Meeks, Jodie";"SG";"LAL"
"Mekel, Gal";"PG";"DAL"
"Melo, Fab";"C";"BOS"
"Middleton, Khris";"SF";"DET"
"Miles, C.J.";"SF";"CLE"
"Miller, Andre";"PG";"DEN"
"Miller, Darius";"SF";"NOR"
"Miller, Quincy";"SF";"DEN"
"Mills, Patty";"PG";"SAS"
"Millsap, Paul";"PF";"ATL"
"Mitchell, Tony";"PF";"DET"
"Mohammed, Nazr";"C";"CHI"
"Monroe, Greg";"C";"DET"
"Moore, E'Twaun";"SG";"ORL"
"Morris, Marcus";"PF";"PHO"
"Morris, Markieff";"PF";"PHO"
"Morrow, Anthony";"SG";"NOR"
"Motiejunas, Donatas";"PF";"HOU"
"Moultrie, Arnett";"PF";"PHI"
"Mozgov, Timofey";"C";"DEN"
"Muhammad, Shabazz";"SF";"MIN"
"Mullens, Byron";"C";"LAC"
"Murphy, Erik";"PF";"CHI"
"Muscala, Mike";"C";"ATL"
"Nash, Steve";"PG";"LAL"
"Nedovic, Nemanja";"SG";"GSW"
"Nelson, Jameer";"PG";"ORL"
"Nene";"C";"WAS"
"Neto, Raulzinho";"PG";"ATL"
"Newley, Brad";"SG";"HOU"
"Nicholson, Andrew";"PF";"ORL"
"Nivins, Ahmad";"PF";"DAL"
"Noah, Joakim";"C";"CHI"
"Noel, Nerlens";"C";"PHI"
"Nogueira, Lucas";"C";"ATL"
"Norel, Henk";"PF";"MIN"
"Novak, Steve";"SF";"TOR"
"Nowitzki, Dirk";"PF";"DAL"
"O'Neal, Jermaine";"C";"GSW"
"O'Quinn, Kyle";"PF";"ORL"
"Ohlbrecht, Tim";"PF";"PHI"
"Okafor, Emeka";"C";"WAS"
"Oladipo, Victor";"SG";"ORL"
"Olynyk, Kelly";"C";"BOS"
"Oriakhi, Alex";"SF";"PHO"
"Orton, Daniel";"C";"OKC"
"Osby, Romero";"SF";"ORL"
"Outlaw, Travis";"SF";"SAC"
"Pachulia, Zaza";"C";"MIL"
"Padgett, David";"C";"MIA"
"Parker, Tony";"PG";"SAS"
"Parsons, Chandler";"SF";"HOU"
"Patterson, Patrick";"PF";"SAC"
"Paul, Chris";"PG";"LAC"
"Pendergraph, Jeff";"PF";"SAS"
"Perkins, Kendrick";"C";"OKC"
"Pierce, Paul";"SF";"BKN"
"Plumlee, Mason";"PF";"BKN"
"Plumlee, Miles";"PF";"PHO"
"Pondexter, Quincy";"SF";"MEM"
"Porter, Otto";"SF";"WAS"
"Preldzic, Emir";"SF";"CLE"
"Pressey, Phil";"PG";"BOS"
"Prestes, Paulo";"C";"MIN"
"Price, Ronnie";"PG";"ORL"
"Prigioni, Pablo";"PG";"NYK"
"Prince, Tayshaun";"SF";"MEM"
"Rakovic, Milovan";"PF";"ORL"
"Randolph, Anthony";"PF";"DEN"
"Randolph, Shavlik";"PF";"BOS"
"Randolph, Zach";"PF";"MEM"
"Redick, J.J.";"SG";"LAC"
"Reed, Willie";"PF";"MEM"
"Rice, Glen Jr.";"PG";"WAS"
"Richards, Jason";"SG";"MIA"
"Richards, Ryan";"PF";"SAS"
"Richardson, Jason";"SG";"PHI"
"Richardson, Quentin";"SG";"TOR"
"Ridnour, Luke";"PG";"MIL"
"Rivers, Austin";"SG";"NOR"
"Roberson, Andre";"SG";"OKC"
"Roberts, Brian";"PG";"NOR"
"Robinson, Nate";"PG";"DEN"
"Robinson, Thomas";"PF";"POR"
"Rondo, Rajon";"PG";"BOS"
"Rose, Derrick";"PG";"CHI"
"Ross, Terrence";"SG";"TOR"
"Rubio, Ricky";"PG";"MIN"
"Rush, Brandon";"SG";"UTH"
"Sacre, Robert";"C";"LAL"
"Salmons, John";"SF";"SAC"
"Sanders, Larry";"C";"MIL"
"Schroeder, Dennis";"PG";"ATL"
"Scola, Luis";"PF";"IND"
"Scott, Mike";"PF";"ATL"
"Sefolosha, Thabo";"SF";"OKC"
"Seibutis, Renaldas";"SG";"DAL"
"Seraphin, Kevin";"PF";"WAS"
"Sessions, Ramon";"PG";"CHA"
"Shengelia, Tornike";"SF";"BKN"
"Shumpert, Iman";"SF";"NYK"
"Shved, Alexey";"PG";"MIN"
"Singler, Kyle";"SG";"DET"
"Singleton, Chris";"SF";"WAS"
"Siva, Peyton";"PG";"DET"
"Sloan, Donald";"PG";"IND"
"Smith, Greg";"PF";"HOU"
"Smith, Ish";"PG";"MIL"
"Smith, J.R.";"SG";"NYK"
"Smith, Jason";"PF";"NOR"
"Smith, Josh";"SF";"DET"
"Snell, Tony";"SF";"CHI"
"Speights, Marreese";"PF";"GSW"
"Splitter, Tiago";"C";"SAS"
"Stephenson, Lance";"SG";"IND"
"Stevenson, DeShawn";"SG";"ATL"
"Stiemsma, Greg";"C";"NOR"
"Stoudemire, Amar'e";"PF";"NYK"
"Stuckey, Rodney";"PG";"DET"
"Sullinger, Jared";"PF";"BOS"
"Taylor, Jeff";"SG";"CHA"
"Taylor, Tyshawn";"PG";"BKN"
"Teague, Jeff";"PG";"ATL"
"Teague, Marquis";"PG";"CHI"
"Teletovic, Mirza";"PF";"BKN"
"Temple, Garrett";"SG";"WAS"
"Terry, Jason";"SG";"BKN"
"Thabeet, Hasheem";"C";"OKC"
"Thomas, Deshaun";"SF";"SAS"
"Thomas, Isaiah";"PG";"SAC"
"Thompson, Jason";"PF";"SAC"
"Thompson, Klay";"SG";"GSW"
"Thompson, Tristan";"PF";"CLE"
"Thornton, Marcus";"SG";"SAC"
"Timma, Janis";"SF";"MEM"
"Tomic, Ante";"PF";"UTH"
"Tucker, P.J.";"SG";"PHO"
"Turiaf, Ronny";"C";"MIN"
"Turner, Evan";"SF";"PHI"
"Udoh, Ekpe";"PF";"MIL"
"Ugboaja, Ejike";"PF";"CLE"
"Valanciunas, Jonas";"C";"TOR"
"Varejao, Anderson";"C";"CLE"
"Varnado, Jarvis";"PF";"MIA"
"Vasquez, Greivis";"PG";"SAC"
"Veremeenko, Vladimir";"PF";"WAS"
"Vesely, Jan";"SF";"WAS"
"Villanueva, Charlie";"PF";"DET"
"Vucevic, Nikola";"C";"ORL"
"Wade, Dwyane";"SG";"MIA"
"Waiters, Dion";"SG";"CLE"
"Walker, Kemba";"PG";"CHA"
"Wall, John";"PG";"WAS"
"Wallace, Gerald";"SF";"BOS"
"Watson, C.J.";"PG";"IND"
"Watson, Earl";"PG";"POR"
"Wayns, Maalik";"PG";"LAC"
"Webster, Martell";"SG";"WAS"
"West, David";"PF";"IND"
"Westbrook, Russell";"PG";"OKC"
"White, Royce";"PF";"PHI"
"Williams, Deron";"PG";"BKN"
"Williams, Derrick";"PF";"MIN"
"Williams, Lou";"SG";"ATL"
"Williams, Marvin";"PF";"UTH"
"Williams, Reggie";"SF";"HOU"
"Withey, Jeff";"C";"NOR"
"Wolters, Nate";"PG";"MIL"
"World Peace, Metta";"SF";"NYK"
"Wright, Brandan";"PF";"DAL"
"Wright, Dorell";"SG";"POR"
"Wroten, Tony";"PG";"MEM"
"Young, B.J.";"SG";"HOU"
"Young, Nick";"SG";"LAL"
"Young, Thaddeus";"SF";"PHI"
"Zeller, Cody";"C";"CHA"
"Zeller, Tyler";"C";"CLE"
